"Self Certification Test Report"
"Service\Protocol Name","Total","Failed","Passed"
"GenericTest\EFICompliantTest","35","20","15"
"BootServicesTest\EventTimerandPriorityServicesTest","34","1","33"
"BootServicesTest\MemoryAllocationServicesTest","102","0","102"
"BootServicesTest\ProtocolHandlerServicesTest","1216","0","1216"
"BootServicesTest\ImageServicesTest","125","0","125"
"BootServicesTest\MiscBootServicesTest","132","12","120"
"RuntimeServicesTest\VariableServicesTest","57","6","51"
"RuntimeServicesTest\TimeServicesTest","41","7","34"
"RuntimeServicesTest\MiscRuntimeServicesTest","12","6","6"
"LoadedImageProtocolTest","2647","0","2647"
"DevicePathProcotols\DevicePathProcotolTest","54","0","54"
"DevicePathProcotols\DevicePathUtilitiesProcotolTest","21","0","21"
"DevicePathProcotols\DevicePathToTextProcotolTest","55","0","55"
"DevicePathProcotols\DevicePathFromTextProcotolTest","62","0","62"
"DriverModelTest\DriverDiagnostics2ProtocolTest","7","0","7"
"DriverModelTest\ComponentName2ProtocolTest","249","0","249"
"ConsoleSupportTest\SimpleTextInputExProtocolTest","22","0","22"
"ConsoleSupportTest\SimpleInputProtocolTest","8","0","8"
"ConsoleSupportTest\SimpleOutputProtocolTest","128","0","128"
"ConsoleSupportTest\SimplePointerProtocolTest","6","0","6"
"ConsoleSupportTest\SerialIOProtocolTest","18","8","10"
"ConsoleSupportTest\AbsolutePointerProtocolTest","6","0","6"
"MediaAccessTest\SimpleFileSystemProtocolTest","646","1","645"
"MediaAccessTest\DiskIOProtocolTest","30","0","30"
"MediaAccessTest\DiskIO2ProtocolTest","33","1","32"
"MediaAccessTest\BlockIOProtocolTest","54","0","54"
"MediaAccessTest\BlockIO2ProtocolTest","20","0","20"
"MediaAccessTest\StorageSecurityCommandProtocolTest","6","0","6"
"MediaAccessTest\NVMEPassThruTest","16","0","16"
"MediaAccessTest\PartitionInfo","7","0","7"
"StringServiceTest\UnicodeCollation2ProtocolTest","12","0","12"
"PCIBusSupportTest\PCIRootBridgeIOProtocolTest","45","0","45"
"PCIBusSupportTest\PCIIOProtocolTest","148","0","148"
"CompressionTest\DecompressProtocolTest","12","0","12"
"ResetNotificationProtocolTest","8","1","7"
"HIITest\HIIDatabaseProtocolTest","50","0","50"
"HIITest\HIIStringProtocolTest","36","0","36"
"HIITest\HIIImageProtocolTest","26","0","26"
"HIITest\HIIImageExProtocolTest","30","0","30"
"HIITest\HIIFontProtocolTest","15","0","15"
"HIITest\HIIConfigRoutingProtocolTest","26","1","25"
"HIITest\ConfigKeywordHandlerTest","21","0","21"
"Total service\Protocol","6278","64","6214"

"Service\Protocol Name","Index","Instance","Iteration","Guid","Result","Title","Runtime Information","Case Revision","Case GUID","Device Path","Logfile Name"
"PCIBusSupportTest\PCIRootBridgeIOProtocolTest","5.8.1.4.10","0","0","71B8A5D8-F464-416D-B973-4EB0C1069407","PASS","EFI_PCI_ROOT_BRIDGE_IO_PROTOCOL.Mem.Write - Mem.Write() with Width as -1 returns EFI_INVALID_PARAMETER.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciRootBridgeIo/BlackBoxTest/PciRootBridgeIoBBTestConformance.c:1263:Status - Invalid Parameter,Width --1,Address -0000000038000000h","0x00010001","E488DB01-68F8-4B31-A77E-3ABB8B2B32D6"
"PCIBusSupportTest\PCIRootBridgeIOProtocolTest","5.8.1.4.11","0","0","2B698420-82B3-43B3-AA39-53C29D1D9113","PASS","EFI_PCI_ROOT_BRIDGE_IO_PROTOCOL.Mem.Write - Mem.Write() with buffer as NULL returns EFI_INVALID_PARAMETER.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciRootBridgeIo/BlackBoxTest/PciRootBridgeIoBBTestConformance.c:1298:Status - Invalid Parameter,Width -EfiPciWidthUint8,Address -0000000038000000h","0x00010001","E488DB01-68F8-4B31-A77E-3ABB8B2B32D6"
"PCIBusSupportTest\PCIRootBridgeIOProtocolTest","5.8.1.7.8","0","0","BEED4E4F-F7AA-480E-97FD-3DD8835F4709","PASS","EFI_PCI_ROOT_BRIDGE_IO_PROTOCOL.Pci.Read - Pci.Read() with Width as EfiPciWidthMaximum returns EFI_INVALID_PARAMETER.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciRootBridgeIo/BlackBoxTest/PciRootBridgeIoBBTestConformance.c:2335:Status - Invalid Parameter,Width -EfiPciWidthMaximum,Address -0000000000000000h","0x00010001","76B965DA-C850-4049-9828-4C6980BAA2C1"
"PCIBusSupportTest\PCIRootBridgeIOProtocolTest","5.8.1.7.9","0","0","1698AAAF-8A6E-4A56-B6D5-4EA41D122CB3","PASS","EFI_PCI_ROOT_BRIDGE_IO_PROTOCOL.Pci.Read - Pci.Read() with Width as -1 returns EFI_INVALID_PARAMETER.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciRootBridgeIo/BlackBoxTest/PciRootBridgeIoBBTestConformance.c:2369:Status - Invalid Parameter,Width --1,Address -0000000000000000h","0x00010001","76B965DA-C850-4049-9828-4C6980BAA2C1"
"PCIBusSupportTest\PCIRootBridgeIOProtocolTest","5.8.1.7.10","0","0","201FDEF9-DC84-4C9D-8598-86F7CA3FEF81","PASS","EFI_PCI_ROOT_BRIDGE_IO_PROTOCOL.Pci.Read - Pci.Read() with buffer as NULL returns EFI_INVALID_PARAMETER.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciRootBridgeIo/BlackBoxTest/PciRootBridgeIoBBTestConformance.c:2404:Status - Invalid Parameter,Width -EfiPciWidthUint8,Address -0000000000000000h","0x00010001","76B965DA-C850-4049-9828-4C6980BAA2C1"
"PCIBusSupportTest\PCIRootBridgeIOProtocolTest","5.8.1.8.8","0","0","7FF7A44C-8647-46DE-94E9-E40D30D15241","PASS","EFI_PCI_ROOT_BRIDGE_IO_PROTOCOL.Pci.Write - Pci.Write() with Width as EfiPciWidthMaximum returns EFI_INVALID_PARAMETER.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciRootBridgeIo/BlackBoxTest/PciRootBridgeIoBBTestConformance.c:2699:Status - Invalid Parameter,Width -EfiPciWidthMaximum,Address -0000000000000000h","0x00010001","76BDF3A4-E8B8-4275-B708-D06127059C8A"
"PCIBusSupportTest\PCIRootBridgeIOProtocolTest","5.8.1.8.9","0","0","5928BA78-13D0-48BD-8FF7-A6EE8279EFEA","PASS","EFI_PCI_ROOT_BRIDGE_IO_PROTOCOL.Pci.Write - Pci.Write() with Width as -1 returns EFI_INVALID_PARAMETER.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciRootBridgeIo/BlackBoxTest/PciRootBridgeIoBBTestConformance.c:2733:Status - Invalid Parameter,Width --1,Address -0000000000000000h","0x00010001","76BDF3A4-E8B8-4275-B708-D06127059C8A"
"PCIBusSupportTest\PCIRootBridgeIOProtocolTest","5.8.1.8.10","0","0","B04A41BF-A881-4F93-B681-145CEAAFA6A8","PASS","EFI_PCI_ROOT_BRIDGE_IO_PROTOCOL.Pci.Write - Pci.Write() with buffer as NULL returns EFI_INVALID_PARAMETER.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciRootBridgeIo/BlackBoxTest/PciRootBridgeIoBBTestConformance.c:2768:Status - Invalid Parameter,Width -EfiPciWidthUint8,Address -0000000000000000h","0x00010001","76BDF3A4-E8B8-4275-B708-D06127059C8A"
"PCIBusSupportTest\PCIRootBridgeIOProtocolTest","5.8.1.1.5","0","0","1D028AD2-D563-445E-8C68-926F663512A5","PASS","EFI_PCI_ROOT_BRIDGE_IO_PROTOCOL.PollMem - PollMem() with Width as EfiPciWidthMaximum returns EFI_INVALID_PARAMETER.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciRootBridgeIo/BlackBoxTest/PciRootBridgeIoBBTestConformance.c:188:Status - Invalid Parameter,Width -EfiPciWidthMaximum","0x00010001","D1B7E276-79D2-417C-85AD-FC56C21F8B29"
"PCIBusSupportTest\PCIRootBridgeIOProtocolTest","5.8.1.1.6","0","0","78D809BE-A958-4C16-B7BC-BDB026A01048","PASS","EFI_PCI_ROOT_BRIDGE_IO_PROTOCOL.PollMem - PollMem() with Width as EfiPciWidthFifoUintX returns EFI_INVALID_PARAMETER.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciRootBridgeIo/BlackBoxTest/PciRootBridgeIoBBTestConformance.c:246:Status - Invalid Parameter","0x00010001","D1B7E276-79D2-417C-85AD-FC56C21F8B29"
"PCIBusSupportTest\PCIRootBridgeIOProtocolTest","5.8.1.1.7","0","0","87DC296A-A156-4601-8CFB-25D5A5CB6411","PASS","EFI_PCI_ROOT_BRIDGE_IO_PROTOCOL.PollMem - PollMem() with Width as EfiPciWidthFillUintX returns EFI_INVALID_PARAMETER.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciRootBridgeIo/BlackBoxTest/PciRootBridgeIoBBTestConformance.c:304:Status - Invalid Parameter","0x00010001","D1B7E276-79D2-417C-85AD-FC56C21F8B29"
"PCIBusSupportTest\PCIRootBridgeIOProtocolTest","5.8.1.1.8","0","0","4E02EEEC-660D-4782-B2EC-2F5A666CF2B7","PASS","EFI_PCI_ROOT_BRIDGE_IO_PROTOCOL.PollMem - PollMem() with Width as -1 returns EFI_INVALID_PARAMETER.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciRootBridgeIo/BlackBoxTest/PciRootBridgeIoBBTestConformance.c:338:Status - Invalid Parameter,Width --1","0x00010001","D1B7E276-79D2-417C-85AD-FC56C21F8B29"
"PCIBusSupportTest\PCIRootBridgeIOProtocolTest","5.8.1.1.9","0","0","438D7BDD-3E1B-44DC-B353-54F19F022D88","PASS","EFI_PCI_ROOT_BRIDGE_IO_PROTOCOL.PollMem - PollMem() with Result as NULL returns EFI_INVALID_PARAMETER.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciRootBridgeIo/BlackBoxTest/PciRootBridgeIoBBTestConformance.c:370:Status - Invalid Parameter,Width -EfiPciWidthUint32","0x00010001","D1B7E276-79D2-417C-85AD-FC56C21F8B29"
"PCIBusSupportTest\PCIRootBridgeIOProtocolTest","5.8.1.16.5","0","0","405511DD-38B4-4AED-9A7E-18AAD1216768","PASS","EFI_PCI_ROOT_BRIDGE_IO_PROTOCOL.SetAttributes - SetAttributes() with unsupported attributes that not need resource returns EFI_UNSUPPORTED.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciRootBridgeIo/BlackBoxTest/PciRootBridgeIoBBTestConformance.c:4230:Status - Unsupported,Set Attributes - 0000000000000001h,Supported Attribute -0000000000000000h","0x00010001","205A75DF-3957-4606-B23A-75FE3C502BE5"
"PCIBusSupportTest\PCIRootBridgeIOProtocolTest","5.8.1.16.6","0","0","0150F584-775B-422D-B3D7-B80D34562647","PASS","EFI_PCI_ROOT_BRIDGE_IO_PROTOCOL.SetAttributes - SetAttributes() with unsupported attributes that need resource returns EFI_UNSUPPORTED.","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciRootBridgeIo/BlackBoxTest/PciRootBridgeIoBBTestConformance.c:4343:Status - Unsupported,Set Attributes - 0000000000000080h,Supported Attribute -0000000000000000h","0x00010001","205A75DF-3957-4606-B23A-75FE3C502BE5"
"PCIBusSupportTest\PCIIOProtocolTest","5.8.2.12.2","0","0","576894AD-9229-4078-A969-700E6E044BB3","PASS","EFI_PCI_IO_PROTOCOL.AllocateBuffer - With invalid memory type the status must be EFI_INVALID_PARAMETER","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciIo/BlackBoxTest/PciIoBBTestConformance.c:5595:Status - Invalid Parameter","0x00010001","3851D56E-C09D-4D87-88EE-4B9F9162CC17"
"PCIBusSupportTest\PCIIOProtocolTest","5.8.2.12.3","0","0","A0C5C95E-F251-4C00-9FDF-9C88A2AA456B","PASS","EFI_PCI_IO_PROTOCOL.AllocateBuffer - With HostAddress as NULL the status must be EFI_INVALID_PARAMETER","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciIo/BlackBoxTest/PciIoBBTestConformance.c:5627:Status - Invalid Parameter","0x00010001","3851D56E-C09D-4D87-88EE-4B9F9162CC17"
"PCIBusSupportTest\PCIIOProtocolTest","5.8.2.12.4","0","0","FACB1E1B-0327-4341-A942-4DB99F1DE568","PASS","EFI_PCI_IO_PROTOCOL.AllocateBuffer - With invalid Attributes the status must be EFI_UNSUPPORTED","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciIo/BlackBoxTest/PciIoBBTestConformance.c:5688:Status - Unsupported","0x00010001","3851D56E-C09D-4D87-88EE-4B9F9162CC17"
"PCIBusSupportTest\PCIIOProtocolTest","5.8.2.12.2","1","0","576894AD-9229-4078-A969-700E6E044BB3","PASS","EFI_PCI_IO_PROTOCOL.AllocateBuffer - With invalid memory type the status must be EFI_INVALID_PARAMETER","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciIo/BlackBoxTest/PciIoBBTestConformance.c:5595:Status - Invalid Parameter","0x00010001","3851D56E-C09D-4D87-88EE-4B9F9162CC17"
"PCIBusSupportTest\PCIIOProtocolTest","5.8.2.12.3","1","0","A0C5C95E-F251-4C00-9FDF-9C88A2AA456B","PASS","EFI_PCI_IO_PROTOCOL.AllocateBuffer - With HostAddress as NULL the status must be EFI_INVALID_PARAMETER","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciIo/BlackBoxTest/PciIoBBTestConformance.c:5627:Status - Invalid Parameter","0x00010001","3851D56E-C09D-4D87-88EE-4B9F9162CC17"
"PCIBusSupportTest\PCIIOProtocolTest","5.8.2.12.4","1","0","FACB1E1B-0327-4341-A942-4DB99F1DE568","PASS","EFI_PCI_IO_PROTOCOL.AllocateBuffer - With invalid Attributes the status must be EFI_UNSUPPORTED","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciIo/BlackBoxTest/PciIoBBTestConformance.c:5688:Status - Unsupported","0x00010001","3851D56E-C09D-4D87-88EE-4B9F9162CC17"
"PCIBusSupportTest\PCIIOProtocolTest","5.8.2.12.1","0","0","841E89AB-9C60-48E5-AE7D-5121F508E10C","PASS","EFI_PCI_IO_PROTOCOL.AllocateBuffer - AllocateBuffer() with corrent Parameter Status must be EFI_SUCCESS","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciIo/BlackBoxTest/PciIoBBTestFunction_2.c:3263:Status - Success","0x00010001","CA3FBC52-6974-4B68-B2B1-553A3D1392D6"
"PCIBusSupportTest\PCIIOProtocolTest","5.8.2.12.1","1","0","841E89AB-9C60-48E5-AE7D-5121F508E10C","PASS","EFI_PCI_IO_PROTOCOL.AllocateBuffer - AllocateBuffer() with corrent Parameter Status must be EFI_SUCCESS","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciIo/BlackBoxTest/PciIoBBTestFunction_2.c:3263:Status - Success","0x00010001","CA3FBC52-6974-4B68-B2B1-553A3D1392D6"
"PCIBusSupportTest\PCIIOProtocolTest","5.8.2.16.14","0","0","CA3478FA-7A9A-4452-9323-98DAE1F917DE","PASS","EFI_PCI_IO_PROTOCOL.Attributes - With Operation as EfiPciIoAttributeOperationMaximum status must be EFI_INVALID_PARAMETER","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciIo/BlackBoxTest/PciIoBBTestConformance.c:5945:Status - Invalid Parameter","0x00010001","92061B8F-EB93-4AD3-AE5C-B6CC92AC0F4F"
"PCIBusSupportTest\PCIIOProtocolTest","5.8.2.16.15","0","0","F09E9C22-D061-4A52-A6EA-A94A902E150E","PASS","EFI_PCI_IO_PROTOCOL.Attributes - With Operation as EfiPciIoAttributeOperationMaximum + 1 status must be EFI_INVALID_PARAMETER","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciIo/BlackBoxTest/PciIoBBTestConformance.c:5972:Status - Invalid Parameter","0x00010001","92061B8F-EB93-4AD3-AE5C-B6CC92AC0F4F"
"PCIBusSupportTest\PCIIOProtocolTest","5.8.2.16.16","0","0","1A5371A2-9F8F-4A0A-903C-61CAF047C430","PASS","EFI_PCI_IO_PROTOCOL.Attributes - With Operation as -1 the status must be EFI_INVALID_PARAMETER","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciIo/BlackBoxTest/PciIoBBTestConformance.c:5998:Status - Invalid Parameter","0x00010001","92061B8F-EB93-4AD3-AE5C-B6CC92AC0F4F"
"PCIBusSupportTest\PCIIOProtocolTest","5.8.2.16.17","0","0","63C39F67-B02F-4F78-8849-633AA90BFDD8","PASS","EFI_PCI_IO_PROTOCOL.Attributes - With Operation as EfiPciIoAttributeOperationGet and Results as NULL then the status must be EFI_INVALID_PARAMETER","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciIo/BlackBoxTest/PciIoBBTestConformance.c:6026:Status - Invalid Parameter","0x00010001","92061B8F-EB93-4AD3-AE5C-B6CC92AC0F4F"
"PCIBusSupportTest\PCIIOProtocolTest","5.8.2.16.18","0","0","ACFB1410-3824-42F0-89FE-930CDAB7E03A","PASS","EFI_PCI_IO_PROTOCOL.Attributes - With Operation as EfiPciIoAttributeOperationSupported and Results as NULL then the status must be EFI_INVALID_PARAMETER","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciIo/BlackBoxTest/PciIoBBTestConformance.c:6054:Status - Invalid Parameter","0x00010001","92061B8F-EB93-4AD3-AE5C-B6CC92AC0F4F"
"PCIBusSupportTest\PCIIOProtocolTest","5.8.2.16.19","0","0","ABCD2D94-9389-49A5-91D7-91830B80FEC2","PASS","EFI_PCI_IO_PROTOCOL.Attributes - Set Unsupported Attributes the status must be EFI_UNSUPPORTED","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciIo/BlackBoxTest/PciIoBBTestConformance.c:6105:Status - Unsupported, Set Attributes - 0000000000000001h, Supported Attributes - 000000000000E600h","0x00010001","92061B8F-EB93-4AD3-AE5C-B6CC92AC0F4F"
"PCIBusSupportTest\PCIIOProtocolTest","5.8.2.16.20","0","0","DBE5EF54-5B5E-45E8-9F8B-9DA572DBCDB7","PASS","EFI_PCI_IO_PROTOCOL.Attributes - Enable Unsupported Attributes the status must be EFI_UNSUPPORTED","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciIo/BlackBoxTest/PciIoBBTestConformance.c:6138:Status - Unsupported, Enabled Attributes - 0000000000000001h, Supported Attributes - 000000000000E600h","0x00010001","92061B8F-EB93-4AD3-AE5C-B6CC92AC0F4F"
"PCIBusSupportTest\PCIIOProtocolTest","5.8.2.16.21","0","0","781416CE-C545-4542-B5D8-BCC0C4E02A52","PASS","EFI_PCI_IO_PROTOCOL.Attributes - Disable Unsupported Attributes the status must be EFI_UNSUPPORTED","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciIo/BlackBoxTest/PciIoBBTestConformance.c:6171:Status - Unsupported, Disable Attributes - 0000000000000001h, Supported Attributes - 000000000000E600h","0x00010001","92061B8F-EB93-4AD3-AE5C-B6CC92AC0F4F"
"PCIBusSupportTest\PCIIOProtocolTest","5.8.2.16.14","1","0","CA3478FA-7A9A-4452-9323-98DAE1F917DE","PASS","EFI_PCI_IO_PROTOCOL.Attributes - With Operation as EfiPciIoAttributeOperationMaximum status must be EFI_INVALID_PARAMETER","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciIo/BlackBoxTest/PciIoBBTestConformance.c:5945:Status - Invalid Parameter","0x00010001","92061B8F-EB93-4AD3-AE5C-B6CC92AC0F4F"
"PCIBusSupportTest\PCIIOProtocolTest","5.8.2.16.15","1","0","F09E9C22-D061-4A52-A6EA-A94A902E150E","PASS","EFI_PCI_IO_PROTOCOL.Attributes - With Operation as EfiPciIoAttributeOperationMaximum + 1 status must be EFI_INVALID_PARAMETER","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciIo/BlackBoxTest/PciIoBBTestConformance.c:5972:Status - Invalid Parameter","0x00010001","92061B8F-EB93-4AD3-AE5C-B6CC92AC0F4F"
"PCIBusSupportTest\PCIIOProtocolTest","5.8.2.16.16","1","0","1A5371A2-9F8F-4A0A-903C-61CAF047C430","PASS","EFI_PCI_IO_PROTOCOL.Attributes - With Operation as -1 the status must be EFI_INVALID_PARAMETER","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciIo/BlackBoxTest/PciIoBBTestConformance.c:5998:Status - Invalid Parameter","0x00010001","92061B8F-EB93-4AD3-AE5C-B6CC92AC0F4F"
"PCIBusSupportTest\PCIIOProtocolTest","5.8.2.16.17","1","0","63C39F67-B02F-4F78-8849-633AA90BFDD8","PASS","EFI_PCI_IO_PROTOCOL.Attributes - With Operation as EfiPciIoAttributeOperationGet and Results as NULL then the status must be EFI_INVALID_PARAMETER","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciIo/BlackBoxTest/PciIoBBTestConformance.c:6026:Status - Invalid Parameter","0x00010001","92061B8F-EB93-4AD3-AE5C-B6CC92AC0F4F"
"PCIBusSupportTest\PCIIOProtocolTest","5.8.2.16.18","1","0","ACFB1410-3824-42F0-89FE-930CDAB7E03A","PASS","EFI_PCI_IO_PROTOCOL.Attributes - With Operation as EfiPciIoAttributeOperationSupported and Results as NULL then the status must be EFI_INVALID_PARAMETER","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciIo/BlackBoxTest/PciIoBBTestConformance.c:6054:Status - Invalid Parameter","0x00010001","92061B8F-EB93-4AD3-AE5C-B6CC92AC0F4F"
"PCIBusSupportTest\PCIIOProtocolTest","5.8.2.16.19","1","0","ABCD2D94-9389-49A5-91D7-91830B80FEC2","PASS","EFI_PCI_IO_PROTOCOL.Attributes - Set Unsupported Attributes the status must be EFI_UNSUPPORTED","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciIo/BlackBoxTest/PciIoBBTestConformance.c:6105:Status - Unsupported, Set Attributes - 0000000000000001h, Supported Attributes - 000000000000E600h","0x00010001","92061B8F-EB93-4AD3-AE5C-B6CC92AC0F4F"
"PCIBusSupportTest\PCIIOProtocolTest","5.8.2.16.20","1","0","DBE5EF54-5B5E-45E8-9F8B-9DA572DBCDB7","PASS","EFI_PCI_IO_PROTOCOL.Attributes - Enable Unsupported Attributes the status must be EFI_UNSUPPORTED","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciIo/BlackBoxTest/PciIoBBTestConformance.c:6138:Status - Unsupported, Enabled Attributes - 0000000000000001h, Supported Attributes - 000000000000E600h","0x00010001","92061B8F-EB93-4AD3-AE5C-B6CC92AC0F4F"
"PCIBusSupportTest\PCIIOProtocolTest","5.8.2.16.21","1","0","781416CE-C545-4542-B5D8-BCC0C4E02A52","PASS","EFI_PCI_IO_PROTOCOL.Attributes - Disable Unsupported Attributes the status must be EFI_UNSUPPORTED","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciIo/BlackBoxTest/PciIoBBTestConformance.c:6171:Status - Unsupported, Disable Attributes - 0000000000000001h, Supported Attributes - 000000000000E600h","0x00010001","92061B8F-EB93-4AD3-AE5C-B6CC92AC0F4F"
"PCIBusSupportTest\PCIIOProtocolTest","5.8.2.9.10","0","0","F780B74F-6B93-4E64-8AB5-0577DD99C1FA","PASS","EFI_PCI_IO_PROTOCOL.CopyMem - With invalid Width type -1 the return status must be EFI_INVALID_PARAMETER","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciIo/BlackBoxTest/PciIoBBTestConformance.c:4573:Status - Invalid Parameter","0x00010001","CD6EB235-9AA5-4B8C-B713-16DC16BCC623"
"PCIBusSupportTest\PCIIOProtocolTest","5.8.2.9.9","0","0","45056BF8-E6E4-4397-B7E1-890B424DE354","PASS","EFI_PCI_IO_PROTOCOL.CopyMem - With Width as EfiPciIoWidthMaximum the return status must be EFI_INVALID_PARAMETER","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciIo/BlackBoxTest/PciIoBBTestConformance.c:4605:Status - Invalid Parameter","0x00010001","CD6EB235-9AA5-4B8C-B713-16DC16BCC623"
"PCIBusSupportTest\PCIIOProtocolTest","5.8.2.9.11","0","0","EBF7FA5C-B4C9-406C-8D12-903A81852617","PASS","EFI_PCI_IO_PROTOCOL.CopyMem - With Width as EfiPciWidthFifoUintX the return Status must be EFI_INVALID_PARAMETER","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciIo/BlackBoxTest/PciIoBBTestConformance.c:4661:Status - Invalid Parameter","0x00010001","CD6EB235-9AA5-4B8C-B713-16DC16BCC623"
"PCIBusSupportTest\PCIIOProtocolTest","5.8.2.9.12","0","0","C07EA144-18B5-40E5-A0A0-D4CA6C82C29D","PASS","EFI_PCI_IO_PROTOCOL.CopyMem - With Width as EfiPciWidthFillUintX the return Status must be EFI_INVALID_PARAMETER","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciIo/BlackBoxTest/PciIoBBTestConformance.c:4717:Status - Invalid Parameter","0x00010001","CD6EB235-9AA5-4B8C-B713-16DC16BCC623"
"PCIBusSupportTest\PCIIOProtocolTest","5.8.2.9.13","0","0","299293A3-E8DB-43A4-9B3F-5E23B29E3731","PASS","EFI_PCI_IO_PROTOCOL.CopyMem - With Source Address area out of Bar range the return status must be EFI_UNSUPPORTED","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciIo/BlackBoxTest/PciIoBBTestConformance.c:4755:Status - Unsupported, Bar Address Length - 00004000h, Count - 2000h, PciIoWidth - 0, Src Offset - 0000000000003000h","0x00010001","CD6EB235-9AA5-4B8C-B713-16DC16BCC623"
"PCIBusSupportTest\PCIIOProtocolTest","5.8.2.9.14","0","0","33C447AE-5CAF-4904-AF90-667817450E12","PASS","EFI_PCI_IO_PROTOCOL.CopyMem - With Destination Address area out of Bar range the return status must be EFI_UNSUPPORTED","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciIo/BlackBoxTest/PciIoBBTestConformance.c:4797:Status - Unsupported, Bar Address Length - 4000h, Count - 2000h, PciIoWidth - 0, Dst Offset - 0000000000003000h","0x00010001","CD6EB235-9AA5-4B8C-B713-16DC16BCC623"
"PCIBusSupportTest\PCIIOProtocolTest","5.8.2.9.15","0","0","E2DD0321-AC26-4AAC-A628-C259BC8AD52C","PASS","EFI_PCI_IO_PROTOCOL.CopyMem - With invalid Source Bar Index  return status must be EFI_UNSUPPORTED","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciIo/BlackBoxTest/PciIoBBTestConformance.c:4837:Status - Unsupported","0x00010001","CD6EB235-9AA5-4B8C-B713-16DC16BCC623"
"PCIBusSupportTest\PCIIOProtocolTest","5.8.2.9.16","0","0","110A96A1-7A2E-4EAB-BC11-F3DA30D0A2FF","PASS","EFI_PCI_IO_PROTOCOL.CopyMem - With invalid Destination Bar Index  return status must be EFI_UNSUPPORTED","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciIo/BlackBoxTest/PciIoBBTestConformance.c:4868:Status - Unsupported","0x00010001","CD6EB235-9AA5-4B8C-B713-16DC16BCC623"
"PCIBusSupportTest\PCIIOProtocolTest","5.8.2.9.10","1","0","F780B74F-6B93-4E64-8AB5-0577DD99C1FA","PASS","EFI_PCI_IO_PROTOCOL.CopyMem - With invalid Width type -1 the return status must be EFI_INVALID_PARAMETER","/home/user/SctPkg/TestCase/UEFI/EFI/Protocol/PciIo/BlackBoxTest/PciIoBBTestConformance.c:4573:Status - Invalid Parameter","0x00010001","CD6EB235-9AA5-4B8C-B713-16DC16BCC623"
